字	分部	原書讀音	原書聲調	版本標記	含粵語音義版本標記	(1974)頁	(1974)位置	(1974)解釋	(1974)數碼化編註	(1996)編號	(1996)頁	(1996)位置	(1996)解釋	(1996)數碼化編註	讀音
茉	M(媽)音起頭之字	mud	陽入聲	3	0	93	6			08586	247	6			[3]mut9
袜	M(媽)音起頭之字	mud	陽入聲	3	0	93	7			08587	247	7			[3]mut9
䍪	M(媽)音起頭之字	mud	陽入聲	3	0	93	8			08588	247	8			[3]mut9
靺	M(媽)音起頭之字	mud	陽入聲	3	0	93	9			08589	247	9			[3]mut9
帓	M(媽)音起頭之字	mud	陽入聲	3	0	93	10			08590	247	10			[3]mut9
目	M(媽)音起頭之字	mug	陽入聲	3	0	93	1			08591	247	1			[3]muk9
苜	M(媽)音起頭之字	mug	陽入聲	3	0	93	2			08592	247	2			[3]muk9
鉬	M(媽)音起頭之字	mug	陽入聲	3	0	93	3			08593	247	3			[3]muk9
木	M(媽)音起頭之字	mug	陽入聲	3	0	93	4			08594	247	4			[3]muk9
沐	M(媽)音起頭之字	mug	陽入聲	3	0	93	5			08595	247	5			[3]muk9
霂	M(媽)音起頭之字	mug	陽入聲	3	0	93	6			08596	247	6			[3]muk9
睦	M(媽)音起頭之字	mug	陽入聲	3	0	93	7			08597	247	7			[3]muk9
牧	M(媽)音起頭之字	mug	陽入聲	3	0	93	8			08598	247	8			[3]muk9
穆	M(媽)音起頭之字	mug	陽入聲	3	0	93	9			08599	247	9			[3]muk9
繆	M(媽)音起頭之字	mug	陽入聲	3	0	93	10			08600	247	10			[3]muk9
楘	M(媽)音起頭之字	mug	陽入聲	3	0	93	11			08601	247	11			[3:common]muk9
鶩	M(媽)音起頭之字	mug	陽入聲	3	0	93	12			08602	247	12			[3:also]muk9
妹	M(媽)音起頭之字	mui	陰平聲	3	0	93	1			08603	247	1			[3]mui1
𪃏	M(媽)音起頭之字	mui	陰上聲	2	0					08604	247	1	語詞，囮子，用以誘鳥。此字本音枚，誘取禽者。本作媒，囮及𡈙，見《攷正字彙》。		[2]mui2
燘	M(媽)音起頭之字	mui	陰上聲	2	0					08605	247	2	語詞，無牙而用牙床及唇舌碎食物。此字本音浼，～爛也。見《廣州話本字考》		[2]mui2
媒	M(媽)音起頭之字	mui	陽平聲	3	0	93	1			08606	247	1			[3]mui4
煤	M(媽)音起頭之字	mui	陽平聲	3	0	93	2			08607	247	2			[3]mui4
楳	M(媽)音起頭之字	mui	陽平聲	3	0	93	3			08608	247	3			[3]mui4
禖	M(媽)音起頭之字	mui	陽平聲	3	0	93	4			08609	247	4			[3]mui4
腜	M(媽)音起頭之字	mui	陽平聲	3	0	93	5			08610	247	5			[3]mui4
枚	M(媽)音起頭之字	mui	陽平聲	3	0	93	6			08611	248	6			[3]mui4
玫	M(媽)音起頭之字	mui	陽平聲	3	0	93	7			08612	248	7			[3]mui4
苺	M(媽)音起頭之字	mui	陽平聲	3	0	93	8			08613	248	8			[3:also]mui4
梅	M(媽)音起頭之字	mui	陽平聲	3	0	93	9			08614	248	9			[3]mui4
莓	M(媽)音起頭之字	mui	陽平聲	3	0	93	10			08615	248	10			[3]mui4
脢	M(媽)音起頭之字	mui	陽平聲	3	0	94	11			08616	248	11			[3]mui4
鋂	M(媽)音起頭之字	mui	陽平聲	3	0	94	12			08617	248	12			[3]mui4
霉	M(媽)音起頭之字	mui	陽平聲	3	0	94	13			08618	248	13			[3]mui4
槑	M(媽)音起頭之字	mui	陽平聲	3	0	94	14			08619	248	14			[3]mui4
囮	M(媽)音起頭之字	mui	陽平聲	3	0	94	15			08620	248	15			[3:also]mui4
每	M(媽)音起頭之字	mui	陽上聲	3	0	94	1			08621	248	1			[3]mui5
凂	M(媽)音起頭之字	mui	陽上聲	3	0	94	2			08622	248	2			[3]mui5
浼	M(媽)音起頭之字	mui	陽上聲	3	0	94	3	污辱，以事託人，水平流（亦音免）		08623	248	3			[3]mui5;[3:also]min5
苺	M(媽)音起頭之字	mui	陽上聲	3	0	94	4			08624	248	4			[3]mui5
妹	M(媽)音起頭之字	mui	陽去聲	3	0	94	1			08625	248	1			[3]mui6
沬	M(媽)音起頭之字	mui	陽去聲	3	0	94	2			08626	248	2			[3]mui6
昧	M(媽)音起頭之字	mui	陽去聲	3	0	94	3			08627	248	3			[3]mui6
眛	M(媽)音起頭之字	mui	陽去聲	3	0	94	4			08628	248	4			[3]mui6
韎	M(媽)音起頭之字	mui	陽去聲	3	0	94	5			08629	248	5			[3]mui6
魅	M(媽)音起頭之字	mui	陽去聲	3	0	94	6			08630	248	6			[3:also]mui6
瑁	M(媽)音起頭之字	mui	陽去聲	3	0	94	7			08631	248	7			[3]mui6
痗	M(媽)音起頭之字	mui	陽去聲	3	0	94	8			08632	248	8			[3]mui6
每	M(媽)音起頭之字	mui	陽去聲	3	0	94	9			08633	248	9			[3]mui6
捫	M(媽)音起頭之字	mun	陰平聲	3	0	94	1			08634	248	1			[3:verbal]mun1
顢	M(媽)音起頭之字	mun	陰平聲	3	0	94	2			08635	248	2			[3:verbal]mun1
門	M(媽)音起頭之字	mun	陽平聲	3	0	94	1			08636	248	1			[3]mun4
們	M(媽)音起頭之字	mun	陽平聲	3	0	94	2			08637	248	2			[3]mun4
捫	M(媽)音起頭之字	mun	陽平聲	3	0	94	3			08638	248	3			[3:literal]mun4
瞞	M(媽)音起頭之字	mun	陽平聲	3	0	94	4			08639	248	4			[3]mun4
蹣	M(媽)音起頭之字	mun	陽平聲	3	0	94	5			08640	248	5			[3]mun4
顢	M(媽)音起頭之字	mun	陽平聲	3	0	94	6			08641	248	6			[3]mun4
穈	M(媽)音起頭之字	mun	陽平聲	3	0	94	7			08642	248	7			[3]mun4
謾	M(媽)音起頭之字	mun	陽平聲	3	0	94	8			08643	248	8			[3:also]mun4
饅	M(媽)音起頭之字	mun	陽平聲	3	0	94	9			08644	248	9			[3:original]mun4
鰻	M(媽)音起頭之字	mun	陽平聲	3	0	94	10	即鱔，長筒形魚。又讀蠻音		08645	248	10			[3]mun4;[3:also]maan4
漫	M(媽)音起頭之字	mun	陽平聲	3	0	94	11			08646	248	11			[3]mun4
滿	M(媽)音起頭之字	mun	陽上聲	3	0	94	1			08647	249	1			[3]mun5
悶	M(媽)音起頭之字	mun	陽去聲	3	0	94	1			08648	249	1			[3]mun6
懣	M(媽)音起頭之字	mun	陽去聲	3	0	94	2			08649	249	2			[3]mun6
燜	M(媽)音起頭之字	mun	陽去聲	3	0	94	3			08650	249	3			[3]mun6
滿	M(媽)音起頭之字	mun	陽去聲	3	0	94	4			08651	249	4			[3]mun6
蠓	M(媽)音起頭之字	mung	陰平聲	3	0	94	1			08652	249	1			[3]mung1
懵	M(媽)音起頭之字	mung	陰上聲	3	0	94	1			08653	249	1			[3]mung2
懜	M(媽)音起頭之字	mung	陰上聲	3	0	94	2			08654	249	2			[3]mung2
懞	M(媽)音起頭之字	mung	陰上聲	3	0	94	3			08655	249	3			[3]mung2
幪	M(媽)音起頭之字	mung	陰上聲	3	0	94	4			08656	249	4			[3]mung2
蒙	M(媽)音起頭之字	mung	陽平聲	3	0	94	1			08657	249	1			[3]mung4
幪	M(媽)音起頭之字	mung	陽平聲	3	0	94	2			08658	249	2			[3]mung4
曚	M(媽)音起頭之字	mung	陽平聲	3	0	94	3			08659	249	3			[3]mung4
濛	M(媽)音起頭之字	mung	陽平聲	3	0	94	4			08660	249	4			[3]mung4
檬	M(媽)音起頭之字	mung	陽平聲	3	0	94	5	木名，似槐。檸～，果名（又高平）		08661	249	5			[3]mung4;[3:also]mung1
矇	M(媽)音起頭之字	mung	陽平聲	3	0	94	6			08662	249	6			[3]mung4
懞	M(媽)音起頭之字	mung	陽平聲	3	0	94	7			08663	249	7			[3]mung4
礞	M(媽)音起頭之字	mung	陽平聲	3	0	94	8			08664	249	8			[3]mung4
朦	M(媽)音起頭之字	mung	陽平聲	3	0	94	9			08665	249	9			[3]mung4
䑃	M(媽)音起頭之字	mung	陽平聲	3	0	94	10			08666	249	10			[3]mung4
艨	M(媽)音起頭之字	mung	陽平聲	3	0	94	11			08667	249	11			[3]mung4
饛	M(媽)音起頭之字	mung	陽平聲	3	0	94	12			08668	249	12			[3]mung4
瞢	M(媽)音起頭之字	mung	陽平聲	3	0	94	13			08669	249	13			[3]mung4
懵	M(媽)音起頭之字	mung	陽平聲	3	0	94	14			08670	249	14			[3]mung4
雺	M(媽)音起頭之字	mung	陽平聲	3	0	94	15			08671	249	15			[3]mung4
尨	M(媽)音起頭之字	mung	陽平聲	3	0	94	16			08672	249	16			[3]mung4
蠓	M(媽)音起頭之字	mung	陽平聲	3	0	94	17			08673	249	17			[3:also]mung4
夢	M(媽)音起頭之字	mung	陽去聲	3	0	94	1			08674	249	1			[3]mung6
梦	M(媽)音起頭之字	mung	陽去聲	3	0	94	2			08675	249	2			[3]mung6
瞢	M(媽)音起頭之字	mung	陽去聲	3	0	94	3			08676	249	3			[3]mung6
柯	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	1			08677	250	1			[3]o1
妸	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	2			08678	250	2			[3]o1
:⿸尸可	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	3	解放，同屙		08679	250	3			[3]o1
珂	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	4			08680	250	4			[3]o1
疴	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	5			08681	250	5			[3]o1
哿	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	6			08682	250	6			[3:common]o1
舸	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	7			08683	250	7			[3]o1
鈳	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	8			08684	250	8			[3]o1
軻	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	9			08685	250	9			[3]o1
阿	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	10			08686	250	10			[3]o1
啊	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	11			08687	250	11			[3]o1
婀	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	12			08688	250	12			[3:also]o1
猗	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	13			08689	250	13			[3]o1
娿	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	14			08690	250	14			[3]o1
屙	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	15			08691	250	15			[3]o1
痾	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	16			08692	250	16			[3]o1
喔	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	17			08693	250	17			[3]o1
牁	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰平聲	3	0	94	18			08694	250	18			[3:also]o1
婀	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰上聲	3	0	94	1			08695	250	1			[3]o2
娿	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰上聲	3	0	94	2			08696	250	2			[3]o2
嚄	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陰上聲	3	0	94	3			08697	250	3			[3]o2
哦	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	o	陽平聲	3	0	94	1			08698	250	1			[3]o4
俄	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽平聲	3	0	94	1			08699	250	1			[3]ngo4
娥	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽平聲	3	0	94	2			08700	250	2			[3]ngo4
哦	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽平聲	3	0	94	3			08701	250	3			[3]ngo4
峨	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽平聲	3	0	94	4			08702	250	4			[3]ngo4
峩	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽平聲	3	0	94	5			08703	250	5			[3]ngo4
莪	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽平聲	3	0	94	6			08704	250	6			[3]ngo4
蛾	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽平聲	3	0	94	7			08705	250	7			[3]ngo4
鵝	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽平聲	3	0	94	8			08706	250	8			[3]ngo4
鵞	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽平聲	3	0	94	9			08707	250	9			[3]ngo4
囮	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽平聲	3	0	94	10			08708	250	10			[3:literal]ngo4
吪	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽平聲	3	0	94	11			08709	250	11			[3]ngo4
訛	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽平聲	3	0	94	12			08710	250	12			[3]ngo4
鋨	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽平聲	3	0	94	13			08711	250	13			[3]ngo4
:⿰言孔	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽平聲	3	3	94	14	動也。《分韻》	韻典網作「吪」	08712	250	14			[3]ngo4
譌	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽平聲	3	0	94	15			08713	250	15			[3]ngo4
我	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽上聲	3	0	94	1			08714	250	1			[3]ngo5
厄	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽上聲	3	0	94	2			08715	250	2			[3]ngo5
卧	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽去聲	3	0	94	1			08716	251	1			[3]ngo6
臥	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽去聲	3	0	94	2			08717	251	2			[3]ngo6
餓	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngo	陽去聲	3	0	94	3			08718	251	3			[3]ngo6
惡	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	og	中入聲	3	0	95	1			08719	251	1			[3]ok8
堊	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	og	中入聲	3	0	95	2			08720	251	2			[3]ok8
噁	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	og	中入聲	3	0	95	3			08721	251	3			[3]ok8
岳	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	1			08722	251	1			[3]ngok9
嶽	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	2			08723	251	2			[3]ngok9
鸑	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	3			08724	251	3			[3]ngok9
樂	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	4			08725	251	4			[3]ngok9
噩	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	5			08726	251	5			[3]ngok9
鱷	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	6			08727	251	6			[3]ngok9
㕺	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	7			08728	251	7			[3]ngok9
崿	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	8			08729	251	8			[3]ngok9
㗁	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	9			08730	251	9			[3]ngok9
愕	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	10			08731	251	10			[3]ngok9
萼	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	11			08732	251	11			[3]ngok9
腭	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	12			08733	251	12			[3]ngok9
諤	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	13			08734	251	13			[3]ngok9
鄂	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	14			08735	251	14			[3]ngok9
鍔	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	15			08736	251	15			[3]ngok9
顎	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	16			08737	251	16			[3]ngok9
鰐	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	17			08738	251	17			[3]ngok9
鶚	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	18			08739	251	18			[3]ngok9
齶	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	19			08740	251	19			[3]ngok9
遌	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	20			08741	251	20			[3]ngok9
遻	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	3	0	95	21			08742	251	21			[3]ngok9
䶳	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	ngog	陽入聲	2	0					08743	251	22	語詞。仰起，昂首，詹菊人《廣州語音本字》。亦有用𩓥字代用者。		[2]ngok9
哀	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	oi	陰平聲	3	0	95	1			08744	251	1			[3]oi1
埃	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	oi	陰平聲	3	0	95	2	塵～，細塵		08745	251	2			[3]oi1
唉	O(柯)音起頭之字（帶ng(吾)音起頭之字在內）	oi	陰平聲	3	0	95	3			08746	251	3			[3:literal]oi1
